Index,News,Date
1221,Keeping health care clean,2015-02-02 00:00:00
1222,Parallelizing common algorithms,2015-01-30 00:00:00
1223,Qubits with staying power,2015-01-29 00:00:00
1224,Silvio Micali succeeds Bill Freeman as associate head in EECS,2015-01-22 00:00:00
1225,Telling stories using computer science,2015-01-22 00:00:00
1226,Optimizing optimization algorithms,2015-01-21 00:00:00
1227,"President Obama, Prime Minister Cameron announce cybersecurity competition with CSAIL",2015-01-16 00:00:00
1228,Evolutionary approaches to big-data problems,2015-01-14 00:00:00
1229,A week at MIT,2015-01-13 00:00:00
1230,Inspiring a new generation of innovators,2015-01-13 00:00:00
1231,Toward quantum chips,2015-01-09 00:00:00
1232,Five CSAIL researchers named ACM fellows,2015-01-08 00:00:00
1233,Taking the grunt work out of Web development,2014-12-23 00:00:00
1234,New findings could point the way to “valleytronics”,2014-12-15 00:00:00
1235,CSAIL opens lab to 150 local students for Hour of Code,2014-12-12 00:00:00
1236,More-flexible digital communication,2014-12-12 00:00:00
1237,Computers that teach by example,2014-12-05 00:00:00
1238,New 2-D quantum materials for nanoelectronics ,2014-11-20 00:00:00
1239,Hewlett Foundation funds new MIT initiative on cybersecurity policy,2014-11-18 00:00:00
1240,Recommendation theory,2014-11-14 00:00:00
1241,MIT computer scientists can predict the price of Bitcoin,2014-10-21 00:00:00
1242,Getting metabolism right,2014-10-07 00:00:00
1243,Hacking for good,2014-09-17 00:00:00
1244,Making drones more customizable,2014-09-11 00:00:00
1245,In Song Kim: Bringing big data to bear on international trade,2014-09-09 00:00:00
1246,Manual control,2014-09-05 00:00:00
1247,An end to drug errors?,2014-08-28 00:00:00
1248,Unlocking the potential of simulation software,2014-08-21 00:00:00
1249,Our connection to content,2014-08-19 00:00:00
1250,CSAIL team puts design in your hands,2014-08-11 00:00:00
1251,Research team that includes CSAIL's Devadas receives major NSF award,2014-08-01 00:00:00
1252,A market for emotions,2014-07-31 00:00:00
1253,What 6.9 million clicks tell us about how to fix online education,2014-07-28 00:00:00
1254,No-wait data centers,2014-07-17 00:00:00
1255,Own your own data,2014-07-09 00:00:00
1256,Traffic lights: There’s a better way,2014-07-07 00:00:00
1257,Researchers unveil experimental 36-core chip,2014-06-23 00:00:00
1258,CSAIL convenes leading thinkers to discuss future of computing,2014-05-29 00:00:00
1259,A new kind of media theory,2014-05-22 00:00:00
1260,Parallel programming may not be so daunting,2014-03-24 00:00:00
1261,U.S. News ranks MIT’s graduate program in Engineering No. 1; Sloan is No. 5 business school,2014-03-11 00:00:00
1262,Smarter caching,2014-02-19 00:00:00
1263,Expanding our view of vision,2014-01-26 00:00:00
1264,A computer scientist's approach to medicine,2013-09-18 00:00:00
1265,Managing multicore memory,2013-09-13 00:00:00
1266,Artificial-intelligence research revives its old ambitions,2013-09-09 00:00:00
1267,"CSAIL researchers develop new ways to streamline, simplify 3-D printing",2013-07-24 00:00:00
1268,A faster Internet — designed by computers?,2013-07-19 00:00:00
1269,Writing programs using ordinary language,2013-07-11 00:00:00
1270,Researchers build an all-optical transistor,2013-07-04 00:00:00
1271,Protecting data in the cloud,2013-07-02 00:00:00
1272,Securing the cloud,2013-06-10 00:00:00
1273,Dennis Freeman appointed dean for undergraduate education,2013-06-06 00:00:00
1274,How computers can learn better,2013-05-29 00:00:00
1275,Reinventing invention,2013-05-28 00:00:00
1276,iCampus Student Competition yields online tools for improved on campus experiences,2013-05-21 00:00:00
1277,Kids coding in the cloud,2013-05-14 00:00:00
1278,Wireless researchers host ‘Game-Jam’,2013-05-13 00:00:00
1279,CSAIL graduate honored with ACM award,2013-05-07 00:00:00
1280,Finding a gecko in the crowd,2013-05-01 00:00:00
1281,Learning software development — by developing software,2013-04-24 00:00:00
1282,Demaines selected for Guggenheim Fellowship,2013-04-11 00:00:00
1283,Markus Buehler named recipient of the Robert Lansing Hardy Award,2013-04-11 00:00:00
1284,Six faculty recognized for Russian engagement,2013-04-02 00:00:00
1285,Berners-Lee wins first Queen Elizabeth Prize for Engineering,2013-03-18 00:00:00
1286,Four professors named 2013 MacVicar Fellows,2013-03-15 00:00:00
1287,Goldwasser and Micali win Turing Award,2013-03-13 00:00:00
1288,"New rankings acclaim MIT’s graduate programs in engineering, business",2013-03-12 00:00:00
1289,Making cloud computing more efficient,2013-03-12 00:00:00
1290,How human language could have evolved from birdsong,2013-02-21 00:00:00
1291,Liskov named Charter Fellow of National Academy of Inventors,2013-02-14 00:00:00
1292,Toward practical compressed sensing,2013-02-01 00:00:00
1293,Big medical data,2013-01-25 00:00:00
1294,Storing data in individual molecules,2013-01-23 00:00:00
1295,SuperUROP propels undergraduate research to next level,2013-01-23 00:00:00
1296,Clark and Sollins receive Test of Time Award,2013-01-14 00:00:00
1297,Dennis awarded IEEE John von Neumann Medal,2012-12-17 00:00:00
1298,Explained: Graphs,2012-12-17 00:00:00
1299,New technology may enable earlier cancer diagnosis,2012-12-16 00:00:00
1300,New online learning tool brings 'the crowd' into homework assignments,2012-12-14 00:00:00
1301,Tiny compound semiconductor transistor could challenge silicon’s dominance,2012-12-10 00:00:00
1302,Ozdaglar selected as the inaugural Steven and Renee Finn Innovation Fellow,2012-11-27 00:00:00
1303,Martin Schmidt to oversee MIT’s industry-facing offices,2012-11-27 00:00:00
1304,Proving quantum computers feasible,2012-11-27 00:00:00
1305,Sibling power,2012-11-26 00:00:00
1306,Department snapshot: Electrical Engineering and Computer Science,2012-11-16 00:00:00
1307,‘Rising Stars in EECS’ convene at MIT,2012-11-14 00:00:00
1308,Speeding algorithms by shrinking data,2012-11-13 00:00:00
1309,Dropbox CEO Drew Houston will be MIT’s 2013 Commencement speaker,2012-11-13 00:00:00
1310,It pays to cooperate,2012-11-13 00:00:00
1311,Zue awarded Okawa Prize,2012-11-09 00:00:00
1312,EECS celebrates the launch of SuperUROP,2012-11-02 00:00:00
1313,Predicting what topics will trend on Twitter,2012-11-01 00:00:00
1314,Mining physicians’ notes for medical insights,2012-10-31 00:00:00
1315,MIT's CSAIL launches new center to tackle the future of wireless and mobile technologies,2012-10-11 00:00:00
1316,A novel ultracapacitor,2012-10-09 00:00:00
1317,Probing the mysteries of cracks and stresses,2012-09-28 00:00:00
1318,Deciphering the language of transcription factors,2012-09-10 00:00:00
1319,15 MIT students named Siebel Scholars,2012-09-10 00:00:00
1320,Researchers identify biochemical functions for most of the human genome,2012-09-05 00:00:00
1321,Mapping neurological disease,2012-09-05 00:00:00
1322,Connoisseur of chaos,2012-08-29 00:00:00
1323,Making crowdsourcing easier,2012-08-24 00:00:00
1324,New nanoparticles shrink tumors in mice,2012-08-16 00:00:00
1325,New router enhances the precision of woodworking,2012-08-08 00:00:00
1326,"New aircraft capable of fast, accurate and repeatable flight",2012-07-26 00:00:00
1327,Three MIT faculty named Simons Investigators,2012-07-24 00:00:00
1328,UC Berkeley joins edX,2012-07-24 00:00:00
1329,Research update: Chips with self-assembling rectangles,2012-07-19 00:00:00
1330,Berger named ISCB fellow,2012-07-16 00:00:00
1331,Searching genomic data faster,2012-07-10 00:00:00
1332,IEEE honors MIT milestones in computing and navigation,2012-06-28 00:00:00
1333,Communication scheme makes popular applications ‘gracefully mobile’,2012-06-28 00:00:00
1334,New technique allows simulation of noncrystalline materials,2012-06-22 00:00:00
1335,Aircraft engineered with failure in mind may last longer,2012-06-15 00:00:00
1336,System improves automated monitoring of security cameras,2012-06-05 00:00:00
1337,"MIT, Intel unveil new initiatives addressing ‘big data’",2012-05-31 00:00:00
1338,Daskalakis wins Microsoft Faculty Fellowship,2012-05-23 00:00:00
1339,L. Rafael Reif selected as MIT’s 17th president,2012-05-16 00:00:00
1340,The elusive capacity of networks,2012-05-15 00:00:00
1341,Faster fourier transform named one of world’s most important emerging technologies,2012-05-07 00:00:00
1342,Thwarting the cleverest attackers,2012-05-01 00:00:00
1343,Abelson honored as outstanding educator,2012-04-30 00:00:00
1344,MITx: What the students think,2012-04-27 00:00:00
1345,Gauging seizures’ severity,2012-04-27 00:00:00
1346,Algorithmic incentives,2012-04-25 00:00:00
1347,Lynch named Athena Lecturer,2012-04-18 00:00:00
1348,13 faculty members elected to the American Academy of Arts and Sciences,2012-04-17 00:00:00
1349,Getting to the root of genetics,2012-04-17 00:00:00
1350,Chips as mini Internets,2012-04-10 00:00:00
1351,Seeing the music in nature,2012-04-03 00:00:00
1352,Testing unbuilt chips,2012-03-09 00:00:00
1353,Introduction to Electrical Engineering and Computer Science now available in OCW Scholar format,2012-02-27 00:00:00
1354,Three MIT researchers win Sloan Research Fellowships,2012-02-16 00:00:00
1355,The advantage of ambiguity,2012-01-19 00:00:00
1356,The faster-than-fast Fourier transform,2012-01-18 00:00:00
1357,Self-aware computing project named a 'world changing' idea by Scientific American,2011-12-20 00:00:00
1358,Need a new material? New tool can help,2011-12-20 00:00:00
1359,Research update: Sharpening the lines,2011-12-14 00:00:00
1360,Putting the ‘art’ in artificial intelligence,2011-12-12 00:00:00
1361,Sal Khan to deliver 2012 Commencement address,2011-12-06 00:00:00
1362,Double duty,2011-12-02 00:00:00
1363,Robots in reality,2011-11-28 00:00:00
1364,Important step toward computing with light,2011-11-23 00:00:00
1365,Google’s Schmidt: ‘Global mind’ offers new opportunities,2011-11-15 00:00:00
1366,Materials research in the Information Age,2011-11-04 00:00:00
1367,Abelson named SIGCSE award winner,2011-10-25 00:00:00
1368,Computer science gives a boost to heart health,2011-10-13 00:00:00
1369,An oracle for object-oriented programmers,2011-10-07 00:00:00
1370,New seminar explores computational sustainability,2011-09-20 00:00:00
1371,‘I speak MISTI’,2011-09-13 00:00:00
1372,Building chips from collapsing nanopillars,2011-09-01 00:00:00
1373,Increasing fuel efficiency with a smartphone,2011-08-25 00:00:00
1374,New Artificial Intelligence Hall of Fame inducts four MIT professors,2011-08-24 00:00:00
1375,Milestone for MIT Press’s bestseller,2011-08-10 00:00:00
1376,MIT part of $18.5 million effort to create mind-machine interface,2011-07-14 00:00:00
1377,EECS head Chandrakasan announces new leadership team,2011-07-13 00:00:00
1378,Computer learns language by playing games,2011-07-12 00:00:00
1379,Improving recommendation systems,2011-07-08 00:00:00
1380,Health care of the future,2011-07-06 00:00:00
1381,Agarwal named CSAIL director,2011-06-20 00:00:00
1382,Chandrakasan named head of electrical engineering and computer science,2011-06-13 00:00:00
1383,Protecting medical implants from attack,2011-06-13 00:00:00
1384,Faster computer graphics,2011-06-10 00:00:00
1385,Inside the infant mind,2011-05-27 00:00:00
1386,Honing household helpers,2011-05-26 00:00:00
1387,What makes an image memorable?,2011-05-24 00:00:00
1388,Two from MIT named Goldwater Scholars,2011-05-16 00:00:00
1389,Origami: Not just for paper anymore,2011-04-27 00:00:00
1390,Energy Initiative announces new seed grant awards,2011-04-20 00:00:00
1391,Information Age,2011-04-14 00:00:00
1392,Flying like the birds,2011-04-09 00:00:00
1393,Kaashoek wins ACM’s prize for young researchers,2011-03-29 00:00:00
1394,Understanding proteins,2011-03-22 00:00:00
1395,Dueling algorithms,2011-03-18 00:00:00
1396,The big picture on energy loss,2011-03-16 00:00:00
1397,The birth of electrical engineering,2011-03-09 00:00:00
1398,Four professors named MacVicar fellows,2011-03-09 00:00:00
1399,The quantum singularity,2011-03-02 00:00:00
1400,The next operating system,2011-02-24 00:00:00
1401,Designing the hardware,2011-02-23 00:00:00
1402,"Rivest unlocks cryptography's past, looks toward future",2011-02-15 00:00:00
1403,Professor Eric Grimson named next chancellor,2011-02-10 00:00:00
1404,"Kenneth Olsen, MIT Corporation life member emeritus, dies at 84",2011-02-08 00:00:00
1405,Boning to serve as director of the MIT Masdar Program,2011-02-03 00:00:00
1406,Turning reviews into ratings,2011-02-03 00:00:00
1407,Five from MIT elected fellows of the American Physical Society,2010-12-13 00:00:00
1408,Collective memory,2010-12-10 00:00:00
1409,Reflections on a decade of open sharing: Opening up OpenCourseWare,2010-11-22 00:00:00
1410,EECS PhD candidate honored by Marconi Society,2010-11-16 00:00:00
1411,How wise are crowds?,2010-11-16 00:00:00
1412,Remembering Art Smith,2010-11-10 00:00:00
1413,7 win presidential early career honors,2010-11-08 00:00:00
1414,Four MIT students win 2010 MIT-CIMIT Fellowships,2010-11-08 00:00:00
1415,Social Studies,2010-11-01 00:00:00
1416,Nerve-cell regeneration quest is fast tracked,2010-10-12 00:00:00
1417,Construction begins on high-performance computing center,2010-10-06 00:00:00
1418,Four engineering students named Intel PhD fellowship recipients,2010-10-05 00:00:00
1419,5 from MIT win NIH awards,2010-09-30 00:00:00
1420,Multicore may not be so scary,2010-09-30 00:00:00
1421,Siebel Foundation announces 2011 Siebel Scholars at MIT,2010-09-28 00:00:00
1422,First improvement of fundamental algorithm in 10 years,2010-09-27 00:00:00
1423,Cars as traffic sensors,2010-09-24 00:00:00
1424,Sizing samples,2010-08-25 00:00:00
1425,15 MIT students awarded DOE-funded Science Graduate Fellowships,2010-08-10 00:00:00
1426,RNA offers a safer way to reprogram cells,2010-07-26 00:00:00
1427,3 Questions: Nicholas Roy on deploying drones in U.S. skies,2010-07-22 00:00:00
1428,Rick Cory named Boeing Engineering Student of the Year,2010-07-21 00:00:00
1429,A plane that lands like a bird,2010-07-20 00:00:00
1430,Computer automatically deciphers ancient language,2010-06-30 00:00:00
1431,An Internet 100 times as fast,2010-06-28 00:00:00
1432,Slideshow: President Hockfield in China,2010-06-23 00:00:00
1433,Toward the Semantic Web,2010-06-22 00:00:00
1434,More is less,2010-06-02 00:00:00
1435,Gesture-based computing on the cheap,2010-05-20 00:00:00
1436,Rivest wins faculty’s Killian Award,2010-05-19 00:00:00
1437,Machines that learn better,2010-05-18 00:00:00
1438,Slideshow: Mapping the oil spill,2010-05-17 00:00:00
1439,When good enough is better,2010-05-13 00:00:00
1440,Seeing the forest for the trees,2010-05-07 00:00:00
1441,"EECS Masterworks 2010: A sweet serving of wits, work and wonder",2010-05-04 00:00:00
1442,In Profile: Missy Cummings,2010-04-05 00:00:00
1443,A grand unified theory of AI,2010-03-30 00:00:00
1444,Web sites that can take a punch,2010-03-17 00:00:00
1445,Self-assembling computer chips,2010-03-16 00:00:00
1446,Explained: Linear and nonlinear systems,2010-02-26 00:00:00
1447,Cell-inspired electronics,2010-02-25 00:00:00
1448,"Jack Wozencraft, information theorist at MIT, 1925-2009",2010-01-21 00:00:00
1449,Picture-driven computing,2010-01-20 00:00:00
1450,Driven to abstraction,2010-01-06 00:00:00
1451,Straining forward,2010-01-06 00:00:00
1452,"A classic text, 40 years in the making",2010-01-04 00:00:00
1453,Putting the squeeze on data,2009-12-21 00:00:00
1454,Five from MIT named 2010 IEEE Fellows,2009-12-14 00:00:00
1455,Computing with a wave of the hand,2009-12-11 00:00:00
1456,A social network that ballooned,2009-12-11 00:00:00
1457,Life after silicon,2009-12-08 00:00:00
1458,Rethinking artificial intelligence,2009-12-07 00:00:00
1459,CIMIT awards three graduate fellowships to MIT students,2009-12-04 00:00:00
1460,Fine-tuned laser,2009-12-04 00:00:00
1461,Flight of fancy,2009-12-03 00:00:00
1462,MIT team wins innovation award from Institution of Engineering and Technology,2009-12-02 00:00:00
1463,Explained: The Discrete Fourier Transform,2009-11-25 00:00:00
1464,Selling chip makers on optical computing,2009-11-24 00:00:00
1465,Feeling the way,2009-11-23 00:00:00
1466,Cryptographic voting debuts,2009-11-13 00:00:00
1467,Detailed explanation of how the voting encryption system works,2009-11-13 00:00:00
1468,When Signals Cross: Medical Systems at CSAIL,2009-11-10 00:00:00
1469,Reporter's Notebook: Inventing language,2009-11-10 00:00:00
1470,What computer science can teach economics,2009-11-09 00:00:00
1471,"Inventor, lawyer and lecturer Robert H. Rines dies aged 87",2009-11-04 00:00:00
1472,"Awards and honors: Nov. 4, 2009",2009-11-04 00:00:00
1473,New methods are changing old materials,2009-10-28 00:00:00
1474,Parallel course,2009-10-23 00:00:00
1475,"Goldwasser, Stubbe named Franklin Institute laureates",2009-10-21 00:00:00
1476,Seeing things,2009-10-13 00:00:00
1477,Quantum computing may actually be useful,2009-10-09 00:00:00
1478,Securing the web,2009-10-08 00:00:00
1479,"Whose Internet is it, anyway?",2009-09-28 00:00:00
1480,Digital Democracy,2009-09-24 00:00:00
1481,Intel PhD fellowship recipients announced,2009-09-22 00:00:00
1482,Sharing the air,2009-09-22 00:00:00
1483,Two chips in one ,2009-09-15 00:00:00
1484,"MIT 4th overall among U.S. universities, U.S. News says",2009-08-20 00:00:00
1485,Quanta Computer extends collaboration with CSAIL,2009-07-17 00:00:00
1486,A phone is not just a phone,2009-07-02 00:00:00
1487,Collaboration eyes computing boost for New England,2009-06-11 00:00:00
1488,"Awards and Honors: June 10, 2009",2009-06-10 00:00:00
1489,"Louis Smullin, former electrical engineering department head, 93",2009-06-08 00:00:00
1490,Palacios named ONR Young Investigator,2009-06-05 00:00:00
1491,Electrical Engineering & Computer Science awards,2009-06-03 00:00:00
1492,Drawing inspiration from nature to build a better radio,2009-06-03 00:00:00
1493,Project Whirlwind comes home,2009-05-22 00:00:00
1494,MIT teams win U.S. Department of Defense grants,2009-05-22 00:00:00
1495,Scratch Day goes global,2009-05-12 00:00:00
1496,It's a fine line,2009-04-09 00:00:00
1497,Ishii makes the virtual tangible,2009-04-06 00:00:00
1498,New material could lead to faster chips,2009-03-19 00:00:00
1499,Power down,2009-03-10 00:00:00
1500,Barbara Liskov wins Turing Award,2009-03-10 00:00:00
1501,Q&A with Institute Professor Barbara Liskov,2009-03-10 00:00:00
1502,Four professors named MacVicar fellows,2009-03-05 00:00:00
1503,3-D day,2009-03-04 00:00:00
1504,"Alan Jay Simmons, former Lincoln Laboratory group leader, 84",2009-02-17 00:00:00
1505,Robo-forklift keeps humans out of harm's way,2009-01-21 00:00:00
1506,Digging out from piles of sticky notes,2008-12-10 00:00:00
1507,Deciphering honeybee dances and stock market swings,2008-12-10 00:00:00
1508,MIT wins prestigious award for Kerberos work,2008-12-08 00:00:00
1509,Bringing the power of information to the people,2008-12-02 00:00:00
1510,MIT Tech TV relaunches,2008-12-02 00:00:00
1511,OCW welcomes 50 million visitors,2008-12-02 00:00:00
1512,Q&A with Information Technology VP Jerry Grochow,2008-11-19 00:00:00
1513,Singapore-MIT GAMBIT Game Lab students win Microsoft Dream-Build-Play Competition,2008-11-03 00:00:00
1514,Both sides of the Net,2008-10-24 00:00:00
1515,Computer model reveals cells' inner workings,2008-10-16 00:00:00
1516,High-power computer cluster to sift through LHC data,2008-10-14 00:00:00
1517,MIT research bringing 'smart bikes' to Denmark,2008-10-10 00:00:00
1518,CarTel personalizes commutes by using WiFi to network cars,2008-10-08 00:00:00
1519,National Academy of Engineering welcomes two from MIT,2008-10-06 00:00:00
1520,Robot wheelchair finds its own way,2008-09-19 00:00:00
1521,Watch and learn: Time teaches us how to recognize visual objects,2008-09-11 00:00:00
1522,MIT probe could aid quantum computing,2008-09-03 00:00:00
1523,MIT tool aims to cut airline delays,2008-09-03 00:00:00
1524,MIT class project gets a gold star from Google,2008-08-29 00:00:00
1525,Saving lives through smarter hurricane evacuations,2008-08-28 00:00:00
1526,MIT Lincoln LaboratoryÂ software aims to thwart cyber hackers,2008-08-27 00:00:00
1527,MIT model helps computers sort data more like humans,2008-08-25 00:00:00
1528,MIT zeroes in on Alzheimer's structures,2008-08-21 00:00:00
1529,MIT developing super-realistic image system,2008-08-07 00:00:00
1530,Sputnik-era antenna gets 21st century upgrade,2008-08-07 00:00:00
1531,MIT awarded $3M for training program in quantum information science,2008-08-04 00:00:00
1532,MIT PhD candidate wins Marconi Young Scholars award,2008-07-25 00:00:00
1533,A sensible censor for sharing medical records,2008-07-23 00:00:00
1534,Created from Scratch,2008-07-21 00:00:00
1535,MIT reports finer lines for microchips,2008-07-08 00:00:00
1536,The house that Larry built,2008-07-03 00:00:00
1537,Barbara Liskov named Institute Professor,2008-07-01 00:00:00
1538,Berners-Lee named 3Com Founders Professor of Engineering,2008-06-20 00:00:00
1539,Helping MIT neighbors cross the 'digital divide',2008-06-04 00:00:00
1540,Lerman to become MIT's vice chancellor,2008-05-28 00:00:00
1541,MIT scientists fathom ecological niches of ocean microbes,2008-05-22 00:00:00
1542,MIT helps develop new image-recognition software,2008-05-21 00:00:00
1543,Digitalk: Where IT's at,2008-05-14 00:00:00
1544,Singapore-MIT game lets visually impaired share the fun,2008-05-13 00:00:00
1545,"Four undergraduates win $25,000 prize in Google mobile software competition",2008-05-12 00:00:00
1546,MIT crowned regional champs in battle of brains,2008-04-11 00:00:00
1547,Microsoft joins MIT Kerberos Consortium,2008-03-31 00:00:00
1548,"OCW, Elsevier offer free content from thousands of journals",2008-03-19 00:00:00
1549,Bringing a bit of MIT to Africa,2008-03-19 00:00:00
1550,EECS in Asia,2008-03-19 00:00:00
1551,Digitalk: Where IT's at,2008-03-12 00:00:00
1552,"Joseph Weizenbaum, professor emeritus of computer science, 85",2008-03-10 00:00:00
1553,MIT: No easy answers in evolution of human language,2008-02-17 00:00:00
1554,Turning 'funky' quantum mysteries into computing reality,2008-02-16 00:00:00
1555,"Learning about brains from computers, and vice versa",2008-02-16 00:00:00
1556,Digitalk: Where IT's at,2008-02-13 00:00:00
1557,On the front lines of the genomic revolution,2008-02-06 00:00:00
1558,Teams battle to on-screen victory,2008-02-06 00:00:00
1559,Avenue Queue: One long wait inspired career shift,2008-02-06 00:00:00
1560,Reality meets fantasy in Sloan students' site,2008-01-25 00:00:00
1561,MIT neuroscientists see design flaws in computer vision tests,2008-01-24 00:00:00
1562,Digitalk: Where IT's at,2008-01-16 00:00:00
1563,MIT reports new twist in microRNA biology,2008-01-09 00:00:00
1564,Digitalk: Where IT's at,2007-12-12 00:00:00
1565,Team analyzes genomes of 12 fly species,2007-11-09 00:00:00
1566,MIT develops lecture search engine to aid students,2007-11-07 00:00:00
1567,MIT finishes fourth in DARPA challenge for robotic vehicles,2007-11-05 00:00:00
1568,MIT's 'robocar' named a finalist in DARPA Urban Challenge,2007-11-01 00:00:00
1569,Bat and mouse game,2007-10-05 00:00:00
1570,MIT research helps convert brain signals into action,2007-10-02 00:00:00
1571,MIT launches Kerberos Consortium,2007-09-27 00:00:00
1572,MIT model could improve some drugs' effectiveness,2007-09-23 00:00:00
1573,Digitalk: Where IT's at,2007-09-19 00:00:00
1574,"Liskov, Harris to share new leadership position for faculty equity",2007-09-07 00:00:00
1575,MIT aims to optimize chip designs,2007-08-16 00:00:00
1576,DARPA names MIT's 'robocar' a semifinalist,2007-08-09 00:00:00
1577,MIT encryption pioneer Rivest wins Marconi Prize,2007-07-17 00:00:00
1578,Drivers Unwanted: MIT 'Robocar' takes a spin,2007-06-28 00:00:00
1579,Shannon collection shows wit and whimsy,2007-05-30 00:00:00
1580,Digitalk: Where IT's At,2007-05-23 00:00:00
1581,MIT launches IT program for Accenture workers,2007-05-17 00:00:00
1582,Creating from Scratch,2007-05-14 00:00:00
1583,"MIT, IBM team up on first PlayStationÂ®3 course",2007-05-02 00:00:00
1584,"Kenyan center supports literacy, development",2007-05-02 00:00:00
1585,MIT shows how brain tells glossy from grainy surfaces,2007-04-19 00:00:00
1586,"Assistive robot adapts to people, new places",2007-04-09 00:00:00
1587,MIT programmers strike gold,2007-04-03 00:00:00
1588,Think small! Think quickly! Atomistic model helps students visualize nanoscale problems,2007-04-02 00:00:00
1589,Engineers create SpaceNet--the supply chain,2007-03-19 00:00:00
1590,New center to explore quantum information theory,2007-03-09 00:00:00
1591,PSC grants expand MIT's global reach,2007-03-07 00:00:00
1592,MIT model simulates atomic processes in nanomaterials,2007-03-01 00:00:00
1593,Computer model mimics neural processes in object recognition,2007-02-23 00:00:00
1594,Flow of tiny bubbles mimics computer circuitry,2007-02-08 00:00:00
1595,"MIT 'optics on a chip' may revolutionize telecom, computing",2007-02-06 00:00:00
1596,Tim Berners-Lee receives Draper Prize,2007-01-05 00:00:00
1597,"SENSEable City reveals 'friendspotting,' new MIT social networking form",2006-12-13 00:00:00
1598,Hard drives will evolve into soft hearts ... or not,2006-12-05 00:00:00
1599,CSAIL hosts debate on robotic 'nature' and future,2006-11-28 00:00:00
1600,MIT chemist studies how electrons behave,2006-11-17 00:00:00
1601,Math model may aid study of collagen ailments,2006-11-14 00:00:00
1602,MIT and University of Southampton launch World Wide Web research collaboration,2006-11-02 00:00:00
1603,Laptops will link global learners,2006-10-24 00:00:00
1604,MIT junior sells high-school social networking site,2006-10-18 00:00:00
1605,"MIT's intelligent aircraft fly, cooperate autonomously",2006-09-26 00:00:00
1606,Epilepsy breakthrough on horizon,2006-08-31 00:00:00
1607,"Handheld computers make light work of economics, science",2006-08-23 00:00:00
1608,Sales method pays off for materials scientists,2006-07-19 00:00:00
1609,MEET to graduate first class in Jerusalem,2006-07-11 00:00:00
1610,"Alan Kotok, 64, created joystick",2006-06-13 00:00:00
1611,Kenyan grad shares what he's learned,2006-06-07 00:00:00
1612,Comfortable buildings -- hold the air conditioning,2006-06-02 00:00:00
1613,Public database aids drug researchers,2006-05-30 00:00:00
1614,New material puts its own spin on electronics,2006-05-24 00:00:00
1615,Freshmen automate dorm room,2006-05-24 00:00:00
1616,Media Lab researcher gets into Monkey Business,2006-05-17 00:00:00
1617,Infotech program aids African students,2006-05-17 00:00:00
1618,New map reveals secret of stem cell development,2006-04-21 00:00:00
1619,Nokia Research Center Cambridge opens,2006-04-21 00:00:00
1620,Protein viewer unveiled,2006-04-12 00:00:00
1621,"Studies link cancer, inflammatory disease",2006-03-29 00:00:00
1622,Karger moves in the best circles,2006-03-01 00:00:00
1623,New directions for digital design on display,2006-03-01 00:00:00
1624,Virtual forms for buildings and society,2006-02-23 00:00:00
1625,New tool may reveal architectural past,2006-02-23 00:00:00
1626,National Academy of Engineering welcomes 2 from MIT,2006-02-14 00:00:00
1627,IAP: Lab demonstrates voice recognition software,2006-01-23 00:00:00
1628,Get ready for 'Invasion of Technology',2006-01-18 00:00:00
1629,Tour professor's digital 'Nature' in Paris,2005-12-13 00:00:00
1630,MIT gets Blue Gene supercomputer,2005-11-09 00:00:00
1631,Museum exhibit shows this wireless campus never sleeps,2005-11-01 00:00:00
1632,Eric Grimson named head of EECS,2005-10-28 00:00:00
1633,MIT and Nokia establish joint laboratory for high-impact research,2005-10-27 00:00:00
1634,Electrical Engineering and Computer Science awards,2005-06-01 00:00:00
1635,Math optimizes kidney matches,2005-06-01 00:00:00
1636,Three elected to Academy of Sciences from MIT faculty,2005-05-11 00:00:00
1637,Mind and hand,2005-05-04 00:00:00
1638,Prank research paper makes the grade,2005-04-15 00:00:00
1639,$20M project sets sights on future of computing,2005-04-08 00:00:00
1640,African students get web link to MIT labs,2005-03-21 00:00:00
1641,Teams build robots that walk like humans,2005-02-17 00:00:00
1642,Junior math major wins national award from computing organization,2005-01-21 00:00:00
1643,CDO will blend computation methods with design,2005-01-12 00:00:00
1644,W3C celebrates first ten years of the web,2004-12-03 00:00:00
1645,MIT team guides airplane remotely using spoken English,2004-11-02 00:00:00
1646,Cricket chirping provides voice for interior GPS,2004-10-27 00:00:00
1647,Computational and Systems Biology program is first of its kind in U.S.,2004-10-27 00:00:00
1648,Internetworking devices is focus of conference,2004-09-22 00:00:00
1649,Synthetic biology applies engineering approach to biological components,2004-07-23 00:00:00
1650,"Tim Berners-Lee, inventor of the World Wide Web, knighted by Queen Elizabeth II",2004-07-16 00:00:00
1651,Electrical engineering and computer science,2004-06-02 00:00:00
1652,CMI launches 'pervasive computing' initiative,2004-03-26 00:00:00
1653,Brain circuitry findings could shape computer design,2004-03-10 00:00:00
1654,Brain circuitry findings could influence computer design,2004-03-08 00:00:00
1655,Gates: today's PCs are only a 'rough draft',2004-02-27 00:00:00
1656,MIT engineers mine for new materials by using old calculated data as a base,2003-11-19 00:00:00
1657,22-year-old professor wins MacArthur grant,2003-10-08 00:00:00
1658,"Professor wins ""genius"" grant",2003-10-06 00:00:00
1659,Lab homes in on home life,2003-06-24 00:00:00
